房屋ID,州,电网相位,方案类型,PV容量(数值),PV容量单位,面板数量,逆变器原始功率(数值),逆变器最终功率(数值),逆变器单位,逆变器说明,容配比(数值),容配比单位,电池容量(数值),电池单位,补贴(数值),补贴单位,定价A含税价,定价A最终报价,定价A_kW单价,定价B含税价,定价B最终报价,定价B_kW单价,价格差异(A-B),使用坡面数
2450,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
2451,QLD,single,高端型,20.00,kW,45,11.977777777777776,10,kW,"原始推导 12.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,6
2451,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
2451,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2452,QLD,single,高端型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,15.2,kWh,8580,AUD,22303,13723,1356,20225,11645,1151,2078,3
2452,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,3
2452,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2453,QLD,single,高端型,10.56,kW,24,5.866666666666667,6,kW,"原始推导 5.9kW，按规格向上取整，最终采用 6kW",176,%,15.8,kWh,8931,AUD,23192,14261,1351,20975,12044,1141,2218,7
2453,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,7
2453,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
2454,QLD,single,高端型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,9.1,kWh,4212,AUD,11352,7140,2029,11286,7074,2010,66,3
2454,QLD,single,平衡型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,6.6,kWh,3354,AUD,8947,5593,1589,9340,5986,1701,-393,3
2454,QLD,single,经济型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,4.4,kWh,2652,AUD,6867,4215,1197,7657,5005,1422,-790,3
2455,QLD,single,高端型,11.44,kW,26,6.355555555555555,7,kW,"原始推导 6.4kW，按规格向上取整，最终采用 7kW",163,%,17.2,kWh,9672,AUD,25279,15607,1364,22475,12803,1119,2804,4
2455,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,3
2455,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2456,QLD,single,高端型,18.92,kW,43,10.511111111111111,10,kW,"原始推导 10.5kW，受单相上限 10kW 限制，最终采用 10kW",189,%,28.4,kWh,16029,AUD,41322,25293,1337,35229,19200,1015,6093,5
2456,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
2456,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2457,QLD,single,高端型,20.00,kW,45,19.31111111111111,10,kW,"原始推导 19.3kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,6
2457,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
2457,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2458,QLD,single,高端型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,9.1,kWh,4836,AUD,12706,7870,1491,12606,7770,1472,99,3
2458,QLD,single,平衡型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,6.6,kWh,3978,AUD,10301,6323,1197,10660,6682,1266,-359,3
2458,QLD,single,经济型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,4.4,kWh,3276,AUD,8221,4945,936,8977,5701,1080,-756,3
2459,QLD,single,高端型,3.96,kW,9,2.1999999999999997,3,kW,"原始推导 2.2kW，按规格向上取整，最终采用 3kW",132,%,9.1,kWh,4368,AUD,11922,7554,1908,11616,7248,1830,305,4
2459,QLD,single,平衡型,3.96,kW,9,2.1999999999999997,3,kW,"原始推导 2.2kW，按规格向上取整，最终采用 3kW",132,%,6.6,kWh,3510,AUD,9517,6007,1517,9670,6160,1556,-153,4
2459,QLD,single,经济型,3.96,kW,9,2.1999999999999997,3,kW,"原始推导 2.2kW，按规格向上取整，最终采用 3kW",132,%,4.4,kWh,2808,AUD,7437,4629,1169,7987,5179,1308,-550,4
2460,QLD,single,高端型,9.24,kW,21,5.133333333333334,6,kW,"原始推导 5.1kW，按规格向上取整，最终采用 6kW",154,%,13.9,kWh,7839,AUD,20524,12685,1373,18724,10885,1178,1800,7
2460,QLD,single,平衡型,9.24,kW,21,5.133333333333334,6,kW,"原始推导 5.1kW，按规格向上取整，最终采用 6kW",154,%,9.2,kWh,6318,AUD,16128,9810,1062,15167,8849,958,962,7
2460,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,6
2461,QLD,single,高端型,11.44,kW,26,6.355555555555555,7,kW,"原始推导 6.4kW，按规格向上取整，最终采用 7kW",163,%,17.2,kWh,9672,AUD,25279,15607,1364,22475,12803,1119,2804,5
2461,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
2461,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
2462,QLD,single,高端型,2.20,kW,5,1.2222222222222223,2,kW,"原始推导 1.2kW，按规格向上取整，最终采用 2kW",110,%,9.1,kWh,3744,AUD,10568,6824,3102,10296,6552,2978,272,3
2462,QLD,single,平衡型,2.20,kW,5,1.2222222222222223,2,kW,"原始推导 1.2kW，按规格向上取整，最终采用 2kW",110,%,6.6,kWh,2886,AUD,8163,5277,2399,8350,5464,2484,-187,3
2462,QLD,single,经济型,2.20,kW,5,1.2222222222222223,2,kW,"原始推导 1.2kW，按规格向上取整，最终采用 2kW",110,%,4.4,kWh,2184,AUD,6083,3899,1772,6667,4483,2038,-584,3
2463,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,2
2463,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,2
2463,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
2464,QLD,single,高端型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,9.1,kWh,4680,AUD,12445,7765,1604,12276,7596,1570,168,3
2464,QLD,single,平衡型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,6.6,kWh,3822,AUD,10039,6217,1285,10330,6508,1345,-291,3
2464,QLD,single,经济型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,4.4,kWh,3120,AUD,7959,4839,1000,8647,5527,1142,-687,3
2465,QLD,single,高端型,11.00,kW,25,6.111111111111111,7,kW,"原始推导 6.1kW，按规格向上取整，最终采用 7kW",157,%,16.5,kWh,9321,AUD,24390,15069,1370,21725,12404,1128,2665,4
2465,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
2465,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2466,QLD,single,高端型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,9.1,kWh,4524,AUD,12183,7659,1741,11946,7422,1687,237,3
2466,QLD,single,平衡型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,6.6,kWh,3666,AUD,9778,6112,1389,10000,6334,1440,-222,3
2466,QLD,single,经济型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,4.4,kWh,2964,AUD,7698,4734,1076,8317,5353,1217,-619,3
2467,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
2467,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
2467,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
2468,QLD,single,高端型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,9.9,kWh,5538,AUD,14572,9034,1369,14223,8685,1316,349,4
2468,QLD,single,平衡型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,6.6,kWh,4485,AUD,11432,6947,1053,11682,7197,1090,-250,4
2468,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
2469,QLD,single,高端型,12.32,kW,28,6.844444444444444,7,kW,"原始推导 6.8kW，按规格向上取整，最终采用 7kW",176,%,18.5,kWh,10413,AUD,27058,16645,1351,23976,13563,1101,3082,5
2469,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
2469,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2470,QLD,single,高端型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,9.1,kWh,4836,AUD,12706,7870,1491,12606,7770,1472,99,2
2470,QLD,single,平衡型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,6.6,kWh,3978,AUD,10301,6323,1197,10660,6682,1266,-359,2
2470,QLD,single,经济型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,4.4,kWh,3276,AUD,8221,4945,936,8977,5701,1080,-756,2
2471,QLD,single,高端型,20.00,kW,45,29.822222222222223,10,kW,"原始推导 29.8kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,14
2471,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
2471,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
2472,QLD,single,高端型,1.32,kW,3,0.7333333333333334,1,kW,"原始推导 0.7kW，按规格向上取整，最终采用 1kW",132,%,9.1,kWh,3432,AUD,9738,6306,4777,9636,6204,4700,101,2
2472,QLD,single,平衡型,1.32,kW,3,0.7333333333333334,1,kW,"原始推导 0.7kW，按规格向上取整，最终采用 1kW",132,%,6.6,kWh,2574,AUD,7332,4758,3605,7690,5116,3876,-358,2
2472,QLD,single,经济型,1.32,kW,3,0.7333333333333334,1,kW,"原始推导 0.7kW，按规格向上取整，最终采用 1kW",132,%,4.4,kWh,1872,AUD,5252,3380,2561,6007,4135,3132,-754,2
2473,QLD,single,高端型,14.96,kW,34,8.311111111111112,9,kW,"原始推导 8.3kW，按规格向上取整，最终采用 9kW",166,%,22.4,kWh,12636,AUD,33010,20374,1362,28477,15841,1059,4533,5
2473,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,3
2473,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
2474,QLD,single,高端型,3.96,kW,9,2.1999999999999997,3,kW,"原始推导 2.2kW，按规格向上取整，最终采用 3kW",132,%,9.1,kWh,4368,AUD,11922,7554,1908,11616,7248,1830,305,3
2474,QLD,single,平衡型,3.96,kW,9,2.1999999999999997,3,kW,"原始推导 2.2kW，按规格向上取整，最终采用 3kW",132,%,6.6,kWh,3510,AUD,9517,6007,1517,9670,6160,1556,-153,3
2474,QLD,single,经济型,3.96,kW,9,2.1999999999999997,3,kW,"原始推导 2.2kW，按规格向上取整，最终采用 3kW",132,%,4.4,kWh,2808,AUD,7437,4629,1169,7987,5179,1308,-550,3
2475,QLD,single,高端型,20.00,kW,45,17.84444444444444,10,kW,"原始推导 17.8kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,14
2475,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,7
2475,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2476,QLD,single,高端型,20.00,kW,45,20.533333333333335,10,kW,"原始推导 20.5kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,4
2476,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,2
2476,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
2477,QLD,single,高端型,10.56,kW,24,5.866666666666667,6,kW,"原始推导 5.9kW，按规格向上取整，最终采用 6kW",176,%,15.8,kWh,8931,AUD,23192,14261,1351,20975,12044,1141,2218,5
2477,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,5
2477,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
2478,QLD,single,高端型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,19.8,kWh,11154,AUD,29145,17991,1363,25476,14322,1085,3668,5
2478,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
2478,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
2479,QLD,single,高端型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,9.1,kWh,4680,AUD,12445,7765,1604,12276,7596,1570,168,3
2479,QLD,single,平衡型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,6.6,kWh,3822,AUD,10039,6217,1285,10330,6508,1345,-291,3
2479,QLD,single,经济型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,4.4,kWh,3120,AUD,7959,4839,1000,8647,5527,1142,-687,3
2480,QLD,single,高端型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,14.5,kWh,8190,AUD,21414,13224,1366,19474,11284,1166,1939,6
2480,QLD,single,平衡型,9.68,kW,22,5.377777777777777,6,kW,"原始推导 5.4kW，按规格向上取整，最终采用 6kW",161,%,9.7,kWh,6630,AUD,16808,10178,1051,15748,9118,942,1061,6
2480,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
2481,QLD,single,高端型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,11.9,kWh,6669,AUD,17548,10879,1374,16474,9805,1238,1075,5
2481,QLD,single,平衡型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,7.9,kWh,5382,AUD,13780,8398,1060,13424,8042,1015,356,5
2481,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
2482,QLD,single,高端型,17.60,kW,40,9.777777777777779,10,kW,"原始推导 9.8kW，按规格向上取整，最终采用 10kW",176,%,26.4,kWh,14898,AUD,38654,23756,1350,32978,18080,1027,5676,3
2482,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
2482,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
2483,QLD,single,高端型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,11.9,kWh,6669,AUD,17548,10879,1374,16474,9805,1238,1075,4
2483,QLD,single,平衡型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,7.9,kWh,5382,AUD,13780,8398,1060,13424,8042,1015,356,4
2483,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2484,QLD,single,高端型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,9.1,kWh,4836,AUD,12706,7870,1491,12606,7770,1472,99,5
2484,QLD,single,平衡型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,6.6,kWh,3978,AUD,10301,6323,1197,10660,6682,1266,-359,5
2484,QLD,single,经济型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,4.4,kWh,3276,AUD,8221,4945,936,8977,5701,1080,-756,5
2485,QLD,single,高端型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,10.6,kWh,5928,AUD,15462,9534,1354,14973,9045,1285,488,3
2485,QLD,single,平衡型,7.04,kW,16,3.911111111111111,4,kW,"原始推导 3.9kW，按规格向上取整，最终采用 4kW",176,%,7.0,kWh,4758,AUD,12112,7354,1045,12263,7505,1066,-150,3
2485,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2486,QLD,single,高端型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
2486,QLD,single,平衡型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
2486,QLD,single,经济型,0.00,kW,0,N/A,N/A,kW,"",0,%,0.0,kWh,0,AUD,0,0,0,0,0,0,0,0
2487,QLD,single,高端型,11.00,kW,25,6.111111111111111,7,kW,"原始推导 6.1kW，按规格向上取整，最终采用 7kW",157,%,16.5,kWh,9321,AUD,24390,15069,1370,21725,12404,1128,2665,5
2487,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,5
2487,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
2488,QLD,single,高端型,13.64,kW,31,7.5777777777777775,8,kW,"原始推导 7.6kW，按规格向上取整，最终采用 8kW",171,%,20.5,kWh,11544,AUD,30034,18490,1356,26226,14682,1076,3808,4
